legal_name,dba_name,primary_sector,all_sectors,operational_states,founded_year,employee_count,estimated_revenue,contact_person,job_title,email,phone,address,city,state,zip_code
Trevino-Green,Trevino-Green,Technology,Technology,"NY, WI, VA",1999,511,"$1,809,465",Rebecca White,"Engineer, civil (contracting)",rwhite@oconnor.info,(759) 744-2279,9496 Benton Springs,West Katrinaland,ME,36326
Gonzalez-Jones,Gonzalez-Jones,Technology,"Technology, Retail, Education","NE, AK",1988,25,"$60,368",William Dominguez,"Accountant, chartered public finance",wdominguez@horton-jones.com,(789) 596-3380,006 Richard Forest,Scottville,OK,19877
Harrison-Howard,Harrison-Howard,Technology,"Technology, Real Estate, Agriculture","WI, MN, ID, IA, AZ",2021,10,"$224,723",Frances Nielsen,Automotive engineer,fnielsen@spence-flowers.com,(853) 821-3242,7631 Kimberly Glen Suite 659,North Christopherton,SC,71785
"Zuniga, Smith and Silva","Zuniga, Smith and Silva",Technology,"Technology, Healthcare","WI, LA, NJ, MT, NC",2004,2,"$520,131",Ashley Williams,Holiday representative,awilliams@johnson-davila.org,(775) 376-5574,553 Colleen Bypass,Sarahbury,GA,70649
"Gonzalez, Johnson and Jones",LLC Miller and Sons,Technology,Technology,"LA, RI, OH",2013,894,"$70,635,076",Sarah Yates,Investment analyst,syates@ford-hall.com,(284) 570-8316,18101 Elizabeth Hollow,Erikborough,WA,73512
Jenkins-Zimmerman,"and Sons Mccormick, Burgess and Williams",Technology,Technology,"RI, WV, NC, VT",2003,36,"$38,233",Stephanie Allen,Science writer,sallen@nielsen.info,(529) 278-4234,5629 Cynthia Route,South Thomasmouth,KY,13376
"Dorsey, Elliott and Tapia",LLC Gomez-Schmidt,Technology,"Technology, Real Estate, Telecommunications","AL, DE, OK, RI, WY",1991,3,"$53,675",Mary Reese,Medical sales representative,mreese@wright.com,(567) 422-8048,192 Jeremiah Forge,South Melanie,VT,07542
Dixon Group,Dixon Group,Technology,"Technology, Education, Entertainment","MA, NH, IA, AZ, WY",1992,46,"$439,495",Elizabeth Collins,Retail banker,ecollins@garcia.info,(368) 481-6939,232 Bautista Walks,Julianchester,AZ,19064
Martinez Group,Martinez Group,Technology,"Technology, Retail","MT, AK, AL",2014,18,"$1,407,320",David Arnold,Data processing manager,darnold@rich.com,(415) 553-3935,763 Wolf Garden Suite 346,Collinsberg,UT,95305
Cannon-Moran,Cannon-Moran,Technology,"Technology, Transportation, Energy","IN, MT, PA, WY",1997,25,"$1,792,541",Gregory Nichols,"Nurse, adult",gnichols@anthony-anderson.info,(856) 484-9402,991 Taylor Curve Apt. 326,Thompsonbury,ID,74853
Watson Group,Inc Reese-Porter,Technology,"Technology, Construction, Finance","FL, NJ, TN, NH, OH",2005,7,"$1,888,150",Ronald White,"Exhibitions officer, museum/gallery",rwhite@west.org,(323) 424-9146,530 Smith Forges Suite 802,Cooperland,IL,77725
Evans PLC,Evans PLC,Technology,"Technology, Real Estate, Education","SD, CT, HI, MI",2018,449,"$66,025",Christopher Davila DVM,Freight forwarder,cdvm@conrad.org,(606) 531-6886,7803 Stephen Tunnel Suite 638,Cabrerastad,VT,60557
Hensley-Mills,"Ltd King, Rose and Chavez",Technology,Technology,"CO, NH, WA, DE, RI",1997,7,"$5,037,797",Jacqueline Hubbard,Environmental manager,jhubbard@price.org,(716) 630-2169,738 Richards Cliffs,Mannfort,AR,22590
"Boyd, Vega and Moore","Boyd, Vega and Moore",Technology,Technology,"TN, MO",1984,68,"$156,021",Mary Aguirre,Chemical engineer,maguirre@fuller.com,(329) 975-7341,0114 Laura Mission,West Kathryn,WY,34307
King Group,"PLC Wolfe, Stevenson and Long",Technology,"Technology, Construction, Pharmaceuticals","NH, WI",2020,7,"$308,048",Tiffany Frank,Art gallery manager,tfrank@gordon.com,(723) 458-9046,1226 Gomez Road Suite 434,Nicholasville,KY,52097
"Edwards, Gallagher and Crawford","Edwards, Gallagher and Crawford",Technology,Technology,WI,2015,3,"$83,985",Louis Davenport,"Therapist, drama",ldavenport@smith-clay.com,(724) 690-7002,977 Danielle Club,East Laurenmouth,ID,96507
"Bryant, Evans and Foster","Bryant, Evans and Foster",Technology,"Technology, Agriculture","CT, TX, PA, AZ, DE",2001,701,"$352,321",James Roberts,Speech and language therapist,jroberts@garcia.org,(556) 298-1244,8244 Jasmine Corner Suite 236,Smithside,WV,22856
"Vargas, Garcia and Berger","Vargas, Garcia and Berger",Technology,"Technology, Finance","WI, MS, NV, NJ, OK",2018,147,"$1,607,964",Jaime Morales,"Scientist, water quality",jmorales@hull.com,(805) 512-1393,486 Vasquez Estate,East Davidland,PA,36180
Arnold-Malone,Arnold-Malone,Technology,"Technology, Finance",WI,2009,141,"$373,104",Gregory Melton DVM,Television production assistant,gdvm@adams-brown.com,(677) 432-7923,109 Robinson Hollow,West Deborah,AK,41133
"Fischer, Perkins and Wells",PLC Reed and Sons,Technology,Technology,"RI, MD, CA",1983,200,"$54,033",Ashley Robinson,Commercial horticulturist,arobinson@alvarez.org,(528) 263-4256,04011 Michael Wall Suite 509,South Elizabeth,IN,75980
Dunn Ltd,Inc Howard Inc,Technology,"Technology, Healthcare, Construction","SC, OK, NE",2022,998,"$492,789",Suzanne Rose,Air cabin crew,srose@smith.org,(350) 980-9036,555 Donald Tunnel Apt. 396,New Kellyton,CT,17250
Lopez and Sons,Lopez and Sons,Technology,"Technology, Construction, Real Estate","NE, WV",1986,2,"$10,972",Scott Maynard,Counselling psychologist,smaynard@terry.com,(467) 406-4961,6200 Graves Pass,Michaelton,CA,21975
"Garcia, Montgomery and Cooper","Garcia, Montgomery and Cooper",Technology,"Technology, Transportation, Retail","NC, FL, CT, AL",2009,2,"$5,748,764",Susan Harvey,"Therapist, horticultural",sharvey@santiago.com,(301) 258-1320,882 Miller Flats,Leahmouth,WI,09037
Clark-Romero,Clark-Romero,Technology,"Technology, Hospitality","CT, NV, MN, FL, MA",2016,64,"$28,313",Joseph Mccarty,Hotel manager,jmccarty@jackson-wallace.com,(902) 642-8606,176 Sarah Forest,South Evan,LA,52937
Reed-Kelley,LLC Sexton-Johnson,Technology,"Technology, Education, Healthcare",TX,1984,978,"$197,838",Alexis Russell,"Designer, textile",arussell@yu.com,(655) 964-3045,572 Johnson Points,Danielfurt,WY,50537
"Brown, Mercado and Johnson","Brown, Mercado and Johnson",Technology,"Technology, Pharmaceuticals, Entertainment","NE, MI, KY, MS, OR",1997,1,"$585,301",Rachel Young,Counsellor,ryoung@flores-smith.info,(337) 588-9360,8388 Johnson Roads Suite 998,Carlosview,NH,26318
Cline and Sons,"Ltd Ford, Hurst and Jackson",Technology,"Technology, Construction, Energy","KS, NM, IL",2005,831,"$7,541,690",Tamara Patel,"Scientist, research (medical)",tpatel@myers.info,(434) 604-5411,524 Madison Station,New Jordan,KS,28421
Ware PLC,Ware PLC,Technology,"Technology, Manufacturing, Transportation","PA, CT",1985,6,"$483,070",Faith Wallace,Special educational needs teacher,fwallace@weiss.info,(215) 460-3109,0326 Matthew Ports Suite 226,Kennethport,ND,44235
Bush and Sons,Bush and Sons,Technology,Technology,"CT, OR, NM, SD, UT",2008,142,"$234,102",Anne Kennedy,Minerals surveyor,akennedy@barnes.biz,(448) 915-7667,039 Monica Wall,South William,MA,79045
Collier-Burch,LLC Gentry Inc,Technology,"Technology, Manufacturing, Real Estate","ID, IN, KS",2013,118,"$9,830,336",Kurt Garrett,Ecologist,kgarrett@george.net,(327) 408-5321,7696 Matthews Dam Suite 462,West Ian,NE,59636
"Hunt, Huerta and Mathews","Hunt, Huerta and Mathews",Technology,"Technology, Entertainment, Transportation","FL, CA, SD, NE",2005,49,"$495,276",Julie Cooley,Cartographer,jcooley@bray.com,(261) 345-9718,743 Jonathon Extensions,South Samantha,OH,62021
Brown-Bean,Brown-Bean,Technology,"Technology, Agriculture, Pharmaceuticals","TX, IN, MD",1983,6329,"$449,501",Sarah Randall,Retail banker,srandall@hunt-hall.com,(857) 612-3640,214 Wells Forest,East Jennifer,VA,18188
"Kaufman, Norton and Williams","Kaufman, Norton and Williams",Technology,"Technology, Manufacturing, Energy","SC, AL, NM, KY",2017,4106,"$295,244",James Mccarty,Materials engineer,jmccarty@aguilar-harris.com,(266) 491-5683,568 Sandoval Shoals,New Brianport,CA,79887
Rivas-Price,"Inc Nielsen, Sullivan and Lynch",Technology,"Technology, Education","LA, OR, CA, WI",1984,126,"$413,708",Alejandro Garcia,Operational investment banker,agarcia@hunter.com,(443) 776-1649,4028 Good Burg Suite 701,Bridgesfort,SC,62697
"Cooper, Jackson and Callahan","Cooper, Jackson and Callahan",Technology,"Technology, Pharmaceuticals, Real Estate","WA, KS, UT, MS",2020,237,"$5,681,100",Amber Miller,Biomedical scientist,amiller@brown-andrews.com,(604) 546-2605,99296 Kevin Ridges Apt. 429,Angelaland,NC,63948
Moore-Ellis,"LLC Wallace, Jones and Taylor",Technology,Technology,"NV, MN, AL, ME, KS",1997,1,"$1,211,033",Kevin Ramirez,Advertising account planner,kramirez@smith-gonzales.com,(595) 469-5508,4315 Hayes Hollow,Port Jenniferside,NY,89105
Elliott Inc,Group Thomas PLC,Technology,"Technology, Real Estate, Education","CO, AL, AK",2019,59,"$14,051",Shane Nguyen,Quantity surveyor,snguyen@spencer-francis.com,(531) 367-3408,71142 Miller Stravenue Suite 230,East James,NC,17204
Hunter PLC,Hunter PLC,Technology,"Technology, Retail","WY, MN",1990,630,"$902,177",Johnny Rodriguez,"Engineer, petroleum",jrodriguez@woods-lynch.biz,(862) 889-7824,1974 Wiley Radial Apt. 864,Matthewmouth,CO,53340
Craig-Zamora,Craig-Zamora,Technology,Technology,"ND, WV, WA, ID, CT",1981,32,"$496,008",David Lee,Astronomer,dlee@rodriguez-campbell.com,(286) 653-5079,08187 Jennifer Shoal Apt. 566,Port Jamie,FL,49644
"Coleman, Sloan and Miller","Coleman, Sloan and Miller",Technology,Technology,SD,2023,4557,"$1,167,219",Erin Holland,Race relations officer,eholland@wood.com,(378) 554-6395,8701 Williams Heights Apt. 013,Kennethfurt,ND,89097
"Gonzalez, Dyer and Jones","Gonzalez, Dyer and Jones",Technology,Technology,"WA, IN, NM, MA",2001,304,"$270,577",Emily Heath MD,Psychiatric nurse,emd@jefferson.biz,(274) 915-1432,4966 Jonathan Place Apt. 547,Lake Davidtown,NY,42613
Campbell-Cunningham,Campbell-Cunningham,Technology,Technology,"IA, NJ",1992,26,"$285,814",Kaitlin Smith,Applications developer,ksmith@dennis-davis.com,(627) 303-9301,36194 Lara Dale,Port Elizabeth,RI,57749
Moore and Sons,Moore and Sons,Technology,"Technology, Energy, Healthcare","AL, CA",2008,43,"$108,034",Darren Little,"Psychologist, prison and probation services",dlittle@russell.com,(323) 756-9889,916 Hernandez Street,Samuelton,OR,02520
Mitchell-Collins,Mitchell-Collins,Technology,"Technology, Entertainment",AK,1985,122,"$4,540,606",April Rice,"Chemist, analytical",arice@carter.com,(433) 321-4131,78988 Renee Park,Paulburgh,FL,61513
Harris Group,Harris Group,Technology,Technology,"IL, VT, IA, ME, ID",1984,47,"$89,501",Matthew Williams,Charity fundraiser,mwilliams@wright.com,(374) 212-6382,7351 Michelle Manor Apt. 628,Gonzalezborough,WA,30564
Davis PLC,Davis PLC,Technology,"Technology, Healthcare",ID,2016,29,"$48,485",Cassandra Kirk,Astronomer,ckirk@elliott-oneal.org,(583) 562-2805,76508 Gloria Spring Apt. 343,South Rodneyburgh,ND,22359
"Hill, Wood and Romero","Hill, Wood and Romero",Technology,Technology,"NE, OR, HI, WV, WY",2009,74,"$855,742",Kevin Benson,"Administrator, sports",kbenson@taylor.com,(769) 887-6294,48099 James Knoll,North Karen,MT,57735
Shaffer-Phillips,Shaffer-Phillips,Technology,Technology,"NE, HI, MI, DE",2001,18,"$1,619,731",Julie Moore,Emergency planning/management officer,jmoore@thomas.com,(350) 884-1403,3417 Connie Shore Apt. 720,Port Kevinborough,CO,03151
"Griffin, Villarreal and Williams","Inc Gallegos, Robinson and Morgan",Technology,Technology,"RI, LA, AR, IA, AL",2006,104,"$499,108",Diane Myers,Careers information officer,dmyers@green.net,(315) 811-5883,1919 Morgan Lights,Greenemouth,ID,05711
Buckley-Barnes,Buckley-Barnes,Technology,Technology,"WI, IA, HI, WY",2008,9,"$1,221,624",Sarah Cunningham,Theatre manager,scunningham@arnold.com,(953) 619-9883,4543 Jackson Neck,Carterbury,CO,11835
Farmer-Anderson,"Group Perez, Wheeler and Taylor",Technology,"Technology, Hospitality","TX, OR, WV, MD",2012,76,"$721,570",Matthew Bennett,Building surveyor,mbennett@reed-young.com,(293) 592-3530,9376 Henderson Locks,Frankbury,UT,17021
"Miller, Garcia and Howard","Miller, Garcia and Howard",Technology,"Technology, Pharmaceuticals","VT, UT, WY, CO",2007,20,"$24,316",Robin Robertson,Television camera operator,rrobertson@black.com,(377) 510-3837,69318 Kristin Overpass,East Regina,IN,57673
Gillespie PLC,PLC Garcia-Carlson,Technology,Technology,"TX, OR",1994,283,"$1,301,587",Destiny Kidd,Legal executive,dkidd@contreras.com,(785) 629-3160,1613 Deborah Turnpike Suite 387,Davisland,VT,02268
"Galloway, Rogers and Martin","Galloway, Rogers and Martin",Technology,"Technology, Real Estate",KS,2007,525,"$183,545",Nicole Coleman,Television/film/video producer,ncoleman@williams.com,(291) 404-5675,68674 Christina Motorway Suite 174,Port Rachael,LA,70637
Ward-Harper,Ward-Harper,Technology,Technology,"SC, AZ",2009,709,"$748,560",Tonya Quinn,Sport and exercise psychologist,tquinn@weeks.com,(894) 846-1427,118 Williams Fields,Nathanberg,CT,49241
Blanchard-Parker,Blanchard-Parker,Technology,"Technology, Retail, Hospitality",ME,2001,9,"$418,788,842",Brenda Wilson,Retail banker,bwilson@jones-holden.com,(466) 776-7126,655 Jones Terrace Suite 562,New Teresafort,MA,72296
Perez-Garcia,Perez-Garcia,Technology,"Technology, Retail, Energy","TN, AZ, ND, IA",1985,1,"$1,600,908",Daniel Davis,Corporate treasurer,ddavis@mcneil.com,(464) 243-9994,12735 Frank Alley,South Russell,MT,34851
"Olson, Wood and Hernandez",LLC Pitts-Murray,Technology,"Technology, Energy, Agriculture",MI,1998,112,"$3,497,284",Andrew Stevenson,Technical brewer,astevenson@lin-sandoval.info,(884) 251-4585,77310 Travis Flat Suite 801,West Robertshire,NM,17815
"Booth, Rodriguez and Bishop","Booth, Rodriguez and Bishop",Technology,Technology,"WV, AK",1983,7,"$1,465,935",Ronald Cantrell,Rural practice surveyor,rcantrell@rose-fox.com,(575) 673-1615,62068 Michael Roads,Atkinsonside,TX,59498
Thomas Group,Thomas Group,Technology,"Technology, Education, Telecommunications",IA,2017,28,"$269,294",Marie Flores,"Engineer, water",mflores@mcintyre-bass.biz,(687) 803-8518,659 Ryan Land,South Elaine,ND,90192
"Phillips, Wells and Rice","Phillips, Wells and Rice",Technology,"Technology, Finance","GA, AL, IN, HI",2008,5,"$29,350",Kenneth Johnson,Leisure centre manager,kjohnson@reynolds.biz,(465) 796-6204,9177 Joel Crossing,East Denise,NH,15718
Smith-Hall,Smith-Hall,Technology,"Technology, Finance","ND, MD, OH, NM, IN",2018,22,"$61,672,479",Stephanie Hall,Occupational therapist,shall@sanchez-scott.com,(387) 452-7070,5115 Kevin Fort,Anthonybury,AZ,96979
Lawson Group,Group Hernandez-Joyce,Technology,"Technology, Real Estate","VT, RI, MI",2017,11,"$1,705,495",Tonya Underwood,"Lighting technician, broadcasting/film/video",tunderwood@copeland-turner.org,(484) 419-7143,1095 Good Square Suite 745,Shawntown,OK,62913
"Malone, Ingram and Todd","Malone, Ingram and Todd",Technology,"Technology, Pharmaceuticals, Entertainment","WV, NM, CT, GA",2008,18,"$453,200",Ruben Jones,Magazine journalist,rjones@murphy-vazquez.biz,(521) 956-5398,16941 Schmidt Circles,West Bruce,ME,89281
Johns and Sons,LLC Ruiz-Castro,Technology,Technology,"WA, ID",2003,4,"$440,640",David Hanna,Community arts worker,dhanna@delacruz.com,(405) 991-2090,042 Megan Islands,North Davidborough,MN,70874
Scott and Sons,PLC Bowen-Williams,Technology,Technology,"HI, MT",1985,5954,"$1,125,691",Alexandra Delgado,Writer,adelgado@bennett.com,(936) 604-5291,883 Esparza Throughway Apt. 644,Jasonport,VA,07720
Murphy Ltd,Murphy Ltd,Technology,"Technology, Retail, Healthcare","VT, NM, AR",2010,48,"$158,295,927",Tiffany David,"Designer, multimedia",tdavid@manning.com,(546) 857-9860,78280 Sexton Ford Apt. 074,New Jordan,VT,58101
Rice Inc,Rice Inc,Technology,"Technology, Telecommunications","MD, CO, FL, WA, OR",1999,37,"$1,413,232",Michael Potter,Bonds trader,mpotter@farrell-mcconnell.com,(261) 557-1539,315 Alexander Viaduct,South Daniel,LA,90741
Jimenez-Lopez,Jimenez-Lopez,Technology,"Technology, Real Estate, Education","TN, FL",1997,1,"$10,387",Lori Hudson,"Engineer, automotive",lhudson@simmons.com,(542) 361-1145,62014 Clayton Glen,Garciahaven,OH,91075
Lucas Inc,Lucas Inc,Technology,"Technology, Retail, Construction","WV, IA, AK, TX",2006,48,"$4,693,562",Kevin Torres,Software engineer,ktorres@white.com,(406) 964-6921,8996 Smith Green Suite 402,Jesusberg,KY,04144
"Simon, Williams and Hurley","Simon, Williams and Hurley",Technology,"Technology, Real Estate","WY, MN, ND, HI",1992,38,"$46,103",Adam Griffin,Hospital pharmacist,agriffin@hood.com,(438) 728-8303,3968 Carter Parks,Port Amanda,IL,36208
Davis Group,and Sons Harris LLC,Technology,"Technology, Finance, Telecommunications","WV, ND, RI, OH, CT",2017,5,"$34,411",Peter Robbins,"Engineer, chemical",probbins@thompson-lewis.biz,(342) 238-3689,589 Robert Neck,West Phillip,OK,30489
Clark-Diaz,Clark-Diaz,Technology,"Technology, Telecommunications","NJ, GA",2014,1360,"$478,139",Tanya Mitchell,Commissioning editor,tmitchell@richardson.biz,(759) 756-3529,357 Tiffany Squares Suite 405,East John,MD,13584
Johnson-Barnes,Johnson-Barnes,Technology,"Technology, Education, Retail","HI, VA, CA, AL",2021,27,"$84,968",Elizabeth Hayes,Town planner,ehayes@smith-vang.biz,(396) 433-1170,9162 Yu Oval Suite 276,Millershire,WI,67091
Bailey-Schultz,Bailey-Schultz,Technology,"Technology, Real Estate, Education","CO, TX, MS",1981,181,"$1,803,058",Jasmine Rowland,Financial controller,jrowland@anthony-miller.com,(514) 493-5453,61325 Edward Square,South Cynthia,ME,27643
"Cross, Rocha and Jones","Cross, Rocha and Jones",Technology,Technology,"DE, UT, SC",1990,102,"$81,740",Brian Morrison,Research scientist (life sciences),bmorrison@nguyen-huff.info,(299) 293-5327,798 Anderson Street Apt. 755,Parkschester,ME,98060
"Castro, Mooney and Barton","Castro, Mooney and Barton",Technology,Technology,"NY, DE, MI",1989,6811,"$1,251,224",Joseph Davis,Architectural technologist,jdavis@moran.com,(692) 589-8741,83556 Catherine Well,Lake Laura,MI,45261
Edwards-Parker,Edwards-Parker,Technology,"Technology, Finance","MA, NE",1990,96,"$13,393",Ann Dean,Lawyer,adean@hawkins.com,(310) 234-3748,055 Hill Road Suite 516,Alyssatown,CT,32765
Espinoza Inc,Espinoza Inc,Technology,Technology,"AZ, IL, KS, FL, IA",2006,37,"$1,755,764",Joseph George,Mudlogger,jgeorge@suarez.info,(827) 714-6729,97691 Reed Plaza,Riveraton,MN,39025
"Garcia, Lewis and Lewis","Garcia, Lewis and Lewis",Technology,"Technology, Agriculture","VA, MD, MA",1992,133,"$61,157",Tommy Collins,Regulatory affairs officer,tcollins@adams.com,(621) 859-1281,92178 John Manors Apt. 866,Kimland,NJ,04306
"Moore, Young and Reid","Moore, Young and Reid",Technology,Technology,"MD, VT, ID, NY",1997,36,"$495,047",Jacob Skinner,Phytotherapist,jskinner@smith.com,(511) 235-9801,36117 Mary Mountains Suite 064,East Kimberly,FL,85237
Reynolds and Sons,PLC Thompson-Atkinson,Technology,"Technology, Transportation","KS, MT, WV, IA, MI",1983,986,"$738,303",Joanne Anderson,Professor Emeritus,janderson@cook-bond.net,(523) 423-6914,838 Perez Ridges Apt. 320,Saramouth,WV,33137
Pope Group,Pope Group,Technology,"Technology, Entertainment, Pharmaceuticals","HI, CA, LA, NH",1999,3,"$535,367",Angela Goodwin,Radiation protection practitioner,agoodwin@hopkins.com,(248) 248-9419,73486 Larry Trail,Matthewfurt,AZ,32683
